Company,TypeName,Inches,Ram,OpSys,Weight,Price,PPI,Touchscreen,Cpu_Series,SSD_Capacity_GB,Has_HDD,Dedicated_GPU,OS_Group
Dell,Gaming,15.6,8,Windows 10,2.62,58554,141.21199808219862,0,Core i7,0,1,0,Windows
HP,Ultrabook,12.5,4,Windows 10,1.26,66280,125.36742798669837,0,Core i5,256,0,0,Windows
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,44701,141.21199808219862,1,Core i7,0,1,0,Windows
Lenovo,Notebook,15.6,16,Windows 7,2.5,126273,282.42399616439724,0,Core i7,512,0,0,Windows
Acer,Notebook,14.0,4,Windows 10,1.8,33886,157.3505121487356,0,Core i3,128,0,0,Windows
Others,Gaming,14.0,16,Windows 10,1.95,154458,157.3505121487356,0,Core i7,512,0,0,Windows
Asus,Notebook,15.6,8,Windows 10,2.0,31003,141.21199808219862,0,Pentium,128,0,0,Windows
Dell,Gaming,17.3,32,Windows 10,4.42,191211,127.33567457123111,0,Core i7,1024,1,0,Windows
Asus,Gaming,17.3,16,Windows 10,4.3,125208,127.33567457123111,0,Core i7,256,1,0,Windows
Toshiba,Ultrabook,14.0,16,Windows 10,1.47,93985,157.3505121487356,0,Core i7,512,0,0,Windows
Lenovo,Notebook,15.6,8,No OS,2.2,17529,100.45466986113651,0,Celeron,0,1,0,Others
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,122490,157.3505121487356,0,Core i7,512,0,0,Windows
MSI,Gaming,14.0,16,Windows 10,1.6,100752,157.3505121487356,0,Core i7,256,1,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,58021,141.21199808219862,0,Core i5,128,1,0,Windows
Lenovo,Gaming,15.6,4,Windows 10,2.4,53226,141.21199808219862,0,Core i7,0,1,0,Windows
Acer,Gaming,17.3,16,Windows 10,4.2,122490,127.33567457123111,0,Core i7,256,1,0,Windows
Dell,Gaming,15.6,8,Windows 10,2.62,52480,141.21199808219862,0,Core i5,256,0,0,Windows
Asus,Gaming,15.6,8,Windows 10,2.24,71341,141.21199808219862,0,Core i7,128,1,0,Windows
Others,Notebook,14.0,4,Windows 10,1.22,10810,157.3505121487356,0,Celeron,0,0,0,Windows
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,104961,165.6321180513006,1,Core i7,512,0,0,Windows
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,51095,141.21199808219862,1,Core i5,256,0,1,Windows
Apple,Ultrabook,12.0,8,Mac OS X,0.92,62071,226.41554716935852,0,Other,0,0,0,MacOS
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,124142,209.8006828649808,1,Core i5,256,0,0,Windows
Asus,Notebook,14.0,4,Windows 10,1.63,15930,111.93520355955211,0,Celeron,0,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,1.95,43156,100.45466986113651,0,Core i5,128,0,0,Windows
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,71874,158.48253022174808,1,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.0,39373,141.21199808219862,0,Core i3,256,0,1,Windows
HP,Workstation,15.6,8,Windows 10,3.14,110017,141.21199808219862,0,Core i7,256,0,0,Windows
Asus,Notebook,15.6,8,Windows 10,2.37,58554,141.21199808219862,0,Core i5,256,0,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.29,79866,165.6321180513006,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.06,93186,282.42399616439724,1,Core i5,256,0,0,Windows
Dell,Netbook,11.6,4,Windows 10,1.63,39640,135.0942111925629,0,Pentium,128,0,0,Windows
HP,Netbook,12.5,8,Windows 10,1.26,74005,125.36742798669837,0,Core i5,256,0,0,Windows
Toshiba,Notebook,15.6,4,Windows 10,2.1,41558,100.45466986113651,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,8,Windows 10,2.04,33513,100.45466986113651,0,Other,0,1,1,Windows
Dell,Gaming,15.6,16,Windows 10,2.62,89457,282.42399616439724,0,Core i7,512,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.4,32447,141.21199808219862,0,Core i5,0,1,0,Windows
HP,Gaming,17.3,12,Windows 10,3.74,93186,127.33567457123111,0,Core i7,0,1,1,Windows
MSI,Gaming,17.3,16,Windows 10,2.9,128671,127.33567457123111,0,Core i7,512,1,0,Windows
Others,Ultrabook,13.3,8,Windows 10,0.81,79866,165.6321180513006,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,1.98,51202,141.21199808219862,0,Core i7,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.18,42081,141.21199808219862,0,Core i5,256,0,1,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,99047,157.3505121487356,0,Core i7,256,0,0,Windows
Others,Ultrabook,12.5,16,Windows 10,1.29,95850,352.4651472131677,1,Core i7,512,0,0,Windows
HP,Netbook,11.6,4,Chrome OS,1.23,20512,135.0942111925629,0,Celeron,0,0,0,Linux-Based
Dell,Gaming,17.3,16,Windows 10,4.36,133467,127.33567457123111,0,Core i7,128,1,0,Windows
Dell,Notebook,14.0,4,Windows 10,1.76,40226,111.93520355955211,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.1,26101,100.45466986113651,0,Core i3,0,1,0,Windows
Toshiba,Ultrabook,14.0,4,Windows 10,1.25,58075,111.93520355955211,0,Core i5,128,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,133146,157.3505121487356,0,Core i7,512,0,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.4,63882,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,99900,157.3505121487356,0,Core i5,0,0,0,Windows
Toshiba,Notebook,14.0,4,Windows 10,1.75,26586,111.93520355955211,0,Pentium,128,0,0,Windows
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,72354,165.6321180513006,1,Core i5,256,0,0,Windows
Dell,Notebook,14.0,4,Windows 10,1.76,31168,111.93520355955211,0,Core i3,0,1,0,Windows
Acer,Netbook,11.6,4,Chrome OS,1.35,18914,135.0942111925629,0,Celeron,0,0,0,Linux-Based
Acer,Notebook,14.0,8,Windows 10,1.5,32980,157.3505121487356,0,Core i3,128,0,0,Windows
Others,Gaming,17.3,32,Windows 10,3.49,292986,254.67134914246222,1,Core i7,512,0,0,Windows
Lenovo,Ultrabook,14.0,16,Windows 10,1.1,111834,209.8006828649808,0,Core i7,512,0,0,Windows
Asus,Notebook,15.6,4,Linux,2.1,27652,141.21199808219862,0,Core i5,0,1,0,Linux-Based
Lenovo,Notebook,14.0,8,Windows 10,1.7,63190,157.3505121487356,0,Core i5,256,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.32,87912,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Gaming,15.6,16,Windows 10,3.21,147832,141.21199808219862,0,Core i7,256,1,0,Windows
Asus,Gaming,17.3,16,Windows 10,2.9,128884,127.33567457123111,0,Core i7,256,1,0,Windows
Toshiba,Notebook,15.6,4,Windows 10,2.0,35644,100.45466986113651,0,Core i3,0,1,0,Windows
Lenovo,Notebook,14.0,4,Chrome OS,1.5,17316,111.93520355955211,0,Celeron,0,0,0,Linux-Based
Asus,Notebook,15.6,8,Windows 10,2.3,31435,141.21199808219862,0,Core i5,0,1,0,Windows
Asus,Gaming,17.3,16,Windows 10,2.73,95850,127.33567457123111,0,Core i7,512,1,0,Windows
Dell,Gaming,17.3,32,Windows 10,4.42,163723,127.33567457123111,0,Core i7,512,1,0,Windows
HP,Notebook,17.3,8,Windows 10,2.63,48484,106.11306214269258,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.18,38041,100.45466986113651,0,Core i5,128,0,0,Windows
HP,Ultrabook,14.0,8,Windows 7,1.54,99633,157.3505121487356,0,Core i7,512,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,39373,141.21199808219862,0,Core i7,256,0,1,Windows
HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,32767,135.0942111925629,1,Celeron,0,0,0,Linux-Based
Asus,Ultrabook,13.3,8,Windows 10,1.45,54665,165.6321180513006,0,Core i5,512,0,0,Windows
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,121318,165.6321180513006,1,Core i5,256,0,0,Windows
HP,Ultrabook,14.0,8,Windows 10,1.54,78215,157.3505121487356,0,Core i7,512,0,0,Windows
HP,Notebook,15.6,4,No OS,1.86,15930,100.45466986113651,0,Celeron,128,0,0,Others
Asus,Gaming,15.6,16,Windows 10,2.1,101178,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Notebook,17.3,8,Linux,2.83,46087,127.33567457123111,0,Core i7,0,1,1,Linux-Based
Lenovo,Ultrabook,14.0,8,Windows 10,1.96,101391,157.3505121487356,0,Core i7,256,0,0,Windows
Asus,Notebook,15.6,8,Windows 10,2.3,41931,141.21199808219862,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,1.9,50349,141.21199808219862,0,Core i5,128,0,0,Windows
Asus,Notebook,15.6,4,Windows 10,2.0,23922,100.45466986113651,0,Pentium,0,1,0,Windows
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,136343,165.6321180513006,1,Core i7,256,0,0,Windows
Dell,Notebook,13.3,8,Windows 10,1.62,34578,165.6321180513006,1,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,2.2,24988,141.21199808219862,0,Core i3,0,1,0,Others
Lenovo,Notebook,15.6,8,Windows 10,2.3,45323,141.21199808219862,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,8,Windows 10,1.84,71874,141.21199808219862,0,Core i5,256,0,1,Windows
Toshiba,Notebook,13.3,4,Windows 10,1.05,68464,165.6321180513006,0,Core i5,128,0,0,Windows
Lenovo,Gaming,15.6,8,No OS,2.5,54185,141.21199808219862,0,Core i5,0,1,0,Others
Dell,Ultrabook,13.3,16,Windows 10,1.29,119347,276.053530085501,1,Core i7,512,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.07,48484,141.21199808219862,0,Core i5,0,1,0,Windows
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,58341,117.82653006268643,0,Core i5,256,0,0,Windows
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,103896,165.6321180513006,1,Core i7,256,0,0,Windows
Acer,Notebook,14.0,8,Windows 10,1.56,48058,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Workstation,15.6,8,Windows 10,2.23,94731,141.21199808219862,0,Core i7,0,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.38,56210,100.45466986113651,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,2.2,25521,141.21199808219862,0,Core i3,0,1,1,Others
Toshiba,Notebook,15.6,8,Windows 10,2.0,73952,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,Notebook,13.3,4,Windows 10,1.44,39160,165.6321180513006,0,Core i3,180,0,0,Windows
Others,Ultrabook,15.0,16,Windows 10,1.23,98514,146.86047800548656,0,Core i7,256,0,0,Windows
Dell,Ultrabook,12.5,8,Windows 10,1.6,90043,176.23257360658386,0,Core i7,256,0,0,Windows
Asus,Notebook,15.6,4,Linux,2.0,21258,100.45466986113651,0,Pentium,0,1,0,Linux-Based
Others,Ultrabook,13.3,8,Windows 10,1.28,49816,165.6321180513006,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,48618,141.21199808219862,0,Core i5,128,1,0,Windows
HP,Notebook,15.6,4,Windows 10,2.04,44701,141.21199808219862,0,Core i5,256,0,0,Windows
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,90576,165.6321180513006,1,Core i5,256,0,0,Windows
HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,36486,100.45466986113651,1,Core i5,0,1,0,Windows
Asus,Notebook,14.1,4,Windows 10,1.65,18541,111.1413368676404,0,Celeron,0,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.2,35644,141.21199808219862,0,Core i7,0,1,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.2,19660,100.45466986113651,0,Pentium,0,1,0,Windows
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,95850,165.6321180513006,1,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Linux,2.18,24279,100.45466986113651,0,Core i3,0,1,1,Linux-Based
Asus,Gaming,17.3,12,Windows 10,2.2,72988,127.33567457123111,0,Core i5,128,1,0,Windows
Acer,Netbook,11.6,4,Chrome OS,1.25,15824,135.0942111925629,0,Celeron,0,0,0,Linux-Based
Lenovo,Notebook,17.3,4,Windows 10,2.8,20193,106.11306214269258,0,Other,0,1,1,Windows
HP,Notebook,14.0,4,Windows 10,1.95,67399,157.3505121487356,0,Core i5,128,0,0,Windows
HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,74538,276.053530085501,1,Core i7,256,0,0,Windows
Others,Ultrabook,15.0,8,Windows 10,1.17,90522,146.86047800548656,0,Core i7,256,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,95850,157.3505121487356,0,Core i5,256,0,0,Windows
MSI,Gaming,17.3,16,Windows 10,2.43,141138,254.67134914246222,0,Core i7,512,1,0,Windows
Toshiba,Notebook,13.3,8,Windows 10,1.05,78588,165.6321180513006,0,Core i5,256,0,0,Windows
Dell,Gaming,15.6,8,Linux,2.62,49497,141.21199808219862,0,Core i7,0,1,0,Linux-Based
HP,Notebook,15.6,8,Windows 10,2.04,47952,141.21199808219862,0,Core i7,0,1,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,32713,100.45466986113651,0,Core i3,0,1,1,Windows
Dell,Notebook,15.6,8,Windows 10,1.9,49816,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,107257,276.053530085501,1,Core i7,512,0,0,Windows
Asus,Gaming,17.3,32,Windows 10,3.58,68145,127.33567457123111,0,Core i7,512,0,0,Windows
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,87858,165.6321180513006,1,Core i7,256,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,109170,157.3505121487356,0,Core i7,0,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,1.95,104588,141.21199808219862,0,Core i5,512,0,0,Windows
Others,Ultrabook,15.6,16,Windows 10,1.08,111834,141.21199808219862,1,Core i7,512,0,0,Windows
HP,Netbook,12.5,8,Windows 10,1.26,79014,176.23257360658386,0,Core i7,512,0,0,Windows
Acer,Notebook,15.6,4,Chrome OS,2.2,19127,141.21199808219862,0,Celeron,0,0,0,Linux-Based
Lenovo,Notebook,15.6,8,Windows 10,2.6,42037,141.21199808219862,0,Core i5,128,1,0,Windows
Others,Ultrabook,14.0,8,Windows 10,0.98,101178,157.3505121487356,1,Core i7,512,0,0,Windows
Dell,Notebook,14.0,8,Windows 10,1.6,64202,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Ultrabook,12.5,8,Windows 10,1.09,165168,352.4651472131677,1,Other,240,0,0,Windows
Lenovo,Notebook,15.6,6,Windows 10,2.2,42037,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,8,Windows 10,2.04,54291,141.21199808219862,0,Core i7,256,0,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.4,26586,141.21199808219862,0,Core i3,0,1,0,Windows
Lenovo,Notebook,13.3,4,Windows 10,1.44,46939,165.6321180513006,0,Core i5,128,0,0,Windows
HP,Notebook,13.3,8,Windows 10,1.49,51148,165.6321180513006,0,Core i5,256,0,0,Windows
MSI,Gaming,17.3,16,Windows 10,2.7,85194,127.33567457123111,0,Core i7,256,1,0,Windows
Dell,Gaming,15.6,16,Windows 10,2.6,71874,141.21199808219862,0,Core i7,128,1,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,59668,141.21199808219862,0,Core i5,128,1,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,36496,100.45466986113651,0,Core i5,0,1,1,Windows
HP,Ultrabook,15.6,8,Windows 10,1.84,69103,141.21199808219862,0,Core i7,256,0,1,Windows
HP,Ultrabook,13.3,8,Windows 10,1.39,61218,276.053530085501,1,Core i7,256,0,0,Windows
Toshiba,Notebook,15.6,16,Windows 10,2.4,105228,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,97236,165.6321180513006,1,Core i5,512,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,1.95,38889,100.45466986113651,0,Core i5,0,1,0,Windows
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,87912,176.23257360658386,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,8,Windows 10,2.31,62071,141.21199808219862,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,37725,100.45466986113651,0,Core i5,0,1,0,Windows
HP,Notebook,14.0,4,Windows 10,1.95,61218,111.93520355955211,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,16463,100.45466986113651,0,Pentium,0,1,0,Windows
HP,Ultrabook,12.5,4,Windows 10,1.26,84129,176.23257360658386,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,4,No OS,1.86,15392,100.45466986113651,0,Celeron,0,1,0,Others
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,95850,276.053530085501,1,Core i7,1024,0,0,Windows
Toshiba,Notebook,14.0,4,Windows 10,1.47,58874,157.3505121487356,0,Core i5,128,0,0,Windows
HP,Netbook,12.5,8,Windows 10,1.26,88924,176.23257360658386,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,29762,100.45466986113651,0,Core i3,0,1,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,63882,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Ultrabook,14.0,8,Windows 10,1.36,87325,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Gaming,17.3,16,Windows 10,4.36,146946,169.78089942830815,0,Core i7,512,1,0,Windows
HP,Gaming,17.3,8,Windows 10,2.75,74538,127.33567457123111,0,Core i5,128,1,0,Windows
Asus,Notebook,17.3,4,Windows 10,2.8,28238,106.11306214269258,0,Pentium,0,1,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.23,32980,100.45466986113651,0,Core i5,0,1,0,Windows
Toshiba,Notebook,15.6,8,Windows 10,2.2,59620,100.45466986113651,0,Core i5,256,0,0,Windows
Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,69210,194.94753717542463,1,Other,256,0,0,Windows
Lenovo,Gaming,15.6,16,Windows 10,2.5,53226,141.21199808219862,0,Other,512,1,1,Windows
Dell,Ultrabook,12.5,8,Windows 10,1.36,78438,176.23257360658386,1,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,8,No OS,2.2,36496,141.21199808219862,0,Core i7,0,1,0,Others
Dell,Notebook,17.3,4,Windows 10,2.36,35111,106.11306214269258,0,Core i3,0,1,1,Windows
Acer,Notebook,14.0,4,Chrome OS,1.68,18594,111.93520355955211,0,Celeron,0,0,0,Linux-Based
HP,Workstation,15.6,8,Windows 10,2.0,119826,141.21199808219862,0,Core i7,8,0,0,Windows
Dell,Ultrabook,14.0,8,Windows 10,1.36,94572,157.3505121487356,0,Core i7,256,0,0,Windows
Toshiba,Notebook,13.3,8,Windows 7,1.2,77788,165.6321180513006,0,Core i5,256,0,0,Windows
Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,61751,176.23257360658386,0,Other,0,0,0,Linux-Based
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,79333,157.3505121487356,0,Core i7,256,0,0,Windows
Dell,Gaming,17.3,16,Windows 10,4.36,168045,254.67134914246222,0,Core i7,512,1,0,Windows
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,101178,165.6321180513006,1,Core i5,256,0,0,Windows
HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,41292,135.0942111925629,1,Pentium,256,0,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.3,67559,276.053530085501,0,Core i7,256,0,0,Windows
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20725,135.0942111925629,1,Celeron,0,0,0,Linux-Based
Toshiba,Notebook,13.3,8,Windows 10,1.2,81784,165.6321180513006,0,Core i5,256,0,0,Windows
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,93772,176.23257360658386,0,Core i5,256,0,0,Windows
Acer,Notebook,15.6,12,Windows 10,2.4,53759,141.21199808219862,0,Core i5,128,1,0,Windows
Toshiba,Ultrabook,12.5,8,Windows 10,1.1,95371,176.23257360658386,1,Core i7,512,0,0,Windows
HP,Notebook,15.6,8,Windows 10,2.04,45101,100.45466986113651,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,4,Linux,2.25,24808,100.45466986113651,0,Core i3,0,1,1,Linux-Based
Dell,Notebook,15.6,4,Windows 10,1.9,43956,100.45466986113651,0,Core i5,0,1,0,Windows
HP,Notebook,15.6,4,Windows 10,2.04,36496,141.21199808219862,0,Core i3,0,1,0,Windows
Dell,Gaming,17.3,32,Windows 10,4.42,167778,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Notebook,15.6,6,Windows 10,2.4,37029,141.21199808219862,0,Core i5,256,0,0,Windows
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,101178,276.053530085501,1,Core i7,512,0,0,Windows
Dell,Ultrabook,14.0,8,Windows 10,1.5,104587,209.8006828649808,1,Core i7,256,0,0,Windows
Dell,Gaming,17.3,32,Windows 10,4.42,149184,127.33567457123111,0,Core i7,256,1,0,Windows
Toshiba,Notebook,14.0,8,Windows 10,1.95,62870,157.3505121487356,0,Core i5,256,0,0,Windows
Asus,Gaming,17.3,16,Windows 10,2.73,109218,127.33567457123111,0,Core i7,256,1,0,Windows
HP,Notebook,15.6,8,Windows 10,2.04,52161,141.21199808219862,0,Core i5,128,1,0,Windows
Lenovo,Notebook,14.0,4,Windows 7,1.7,53386,111.93520355955211,0,Core i5,0,0,0,Windows
Asus,2 in 1 Convertible,15.6,16,Windows 10,2.3,95850,282.42399616439724,1,Core i7,512,1,0,Windows
HP,Notebook,15.6,6,Windows 10,2.04,30849,100.45466986113651,0,Core i7,0,1,0,Windows
Asus,Gaming,17.3,16,Windows 10,2.99,93186,127.33567457123111,0,Core i7,256,1,0,Windows
Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,69210,141.21199808219862,1,Core i7,512,0,0,Windows
Toshiba,Notebook,13.3,4,Windows 7,1.2,63669,165.6321180513006,0,Core i5,128,0,0,Windows
Lenovo,Notebook,15.6,6,Windows 10,2.2,29250,141.21199808219862,0,Other,256,0,1,Windows
Others,Notebook,15.6,4,Windows 10,2.3,34578,100.45466986113651,0,Core i5,256,0,0,Windows
Toshiba,Notebook,14.0,4,Windows 10,1.75,48751,111.93520355955211,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.25,31914,100.45466986113651,0,Core i5,0,1,1,Windows
HP,Notebook,15.6,8,Windows 10,2.04,42943,141.21199808219862,0,Core i5,0,1,0,Windows
Lenovo,Gaming,15.6,8,Windows 10,2.5,63349,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.36,39906,100.45466986113651,0,Core i7,0,1,1,Windows
Dell,Notebook,14.0,8,Windows 10,1.6,59620,157.3505121487356,0,Core i5,128,0,0,Windows
HP,Netbook,12.5,8,Windows 10,0.97,101658,176.23257360658386,0,Other,512,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.1,26586,141.21199808219862,0,Core i3,128,1,1,Windows
Lenovo,Notebook,15.6,4,No OS,1.9,14418,100.45466986113651,0,Celeron,128,0,0,Others
Lenovo,Notebook,15.6,8,Windows 10,2.3,71874,141.21199808219862,0,Core i5,256,0,0,Windows
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.68,47365,165.6321180513006,1,Core i5,256,0,0,Windows
Asus,Notebook,13.3,8,Windows 10,1.4,61272,276.053530085501,0,Core i5,256,0,0,Windows
HP,Ultrabook,13.3,8,Windows 10,1.11,71874,165.6321180513006,1,Core i7,256,0,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.4,20246,100.45466986113651,0,Pentium,0,1,0,Windows
Asus,Gaming,15.6,16,Windows 10,2.5,95850,141.21199808219862,0,Core i7,256,1,0,Windows
HP,Ultrabook,14.0,8,Windows 10,1.48,111301,157.3505121487356,0,Core i7,512,0,0,Windows
Acer,Gaming,15.6,8,Windows 10,2.7,67132,141.21199808219862,0,Core i7,128,1,0,Windows
HP,Notebook,13.3,8,Windows 10,1.34,63349,165.6321180513006,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,29144,100.45466986113651,0,Core i3,128,0,0,Windows
HP,Notebook,14.0,4,Windows 10,1.64,41505,111.93520355955211,0,Core i5,0,1,0,Windows
Toshiba,Notebook,13.3,4,Windows 10,1.2,63669,165.6321180513006,0,Core i5,128,0,0,Windows
HP,Notebook,14.0,4,Windows 10,1.48,58607,111.93520355955211,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,4,Windows 10,1.95,64202,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Ultrabook,14.0,8,Windows 7,1.43,77202,157.3505121487356,0,Core i7,256,0,0,Windows
HP,Notebook,14.0,8,Windows 10,1.64,55904,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,4,Windows 10,1.64,36443,111.93520355955211,0,Core i3,0,1,0,Windows
Dell,Gaming,15.6,8,Windows 10,2.65,50562,141.21199808219862,0,Core i5,0,0,0,Windows
HP,Ultrabook,12.5,4,Windows 10,1.26,81997,176.23257360658386,0,Core i5,0,1,0,Windows
HP,Notebook,14.0,4,Windows 10,1.48,84715,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Ultrabook,14.0,8,Windows 10,1.54,100550,157.3505121487356,0,Core i7,256,0,0,Windows
HP,Notebook,13.3,4,Windows 10,1.49,42624,117.82653006268643,0,Core i3,0,1,0,Windows
Toshiba,Notebook,13.3,8,Windows 10,1.5,64468,117.82653006268643,0,Core i5,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.04,41025,100.45466986113651,0,Core i3,256,0,0,Windows
Lenovo,Notebook,17.3,16,Windows 7,2.4,158135,254.67134914246222,0,Core i7,512,0,0,Windows
Toshiba,Notebook,14.0,8,Windows 10,1.47,79387,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,8,Windows 10,1.43,118761,157.3505121487356,0,Core i7,256,0,0,Windows
Dell,2 in 1 Convertible,15.6,4,Windows 10,2.08,42410,141.21199808219862,1,Core i3,0,1,0,Windows
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,84715,165.6321180513006,0,Core i5,256,0,0,Windows
HP,Notebook,13.3,8,Windows 10,1.11,61218,165.6321180513006,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,8,Windows 10,1.64,63159,157.3505121487356,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.09,55754,141.21199808219862,0,Core i5,0,1,0,Windows
HP,Ultrabook,12.5,4,Windows 10,1.26,83063,125.36742798669837,0,Core i5,256,0,0,Windows
HP,Notebook,14.0,4,Windows 10,2.31,63349,111.93520355955211,0,Core i5,0,1,0,Windows
HP,Notebook,14.0,4,Windows 10,1.95,56476,111.93520355955211,0,Core i5,0,1,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.29,86526,276.053530085501,1,Core i5,256,0,0,Windows
